PLAYER,TEAM,SP,GP,MPG,EWA,PER,WS,OWS,DWS,EFF,GmSc,TS%,EFG%,PPWS,FTR,REB%,OREB%,DREB%,AR,pAST%,TOR,AST/TO,PPR,USG%,aSP,ORtg,DRtg,Floor%,Stop%,FFI,PIE,AV
W. Lingolingo,UE,46.44444444444444,9.0,22.612962962966666,1.242990283674694,23.096195906243842,1.1217054930516894,0.7720490462000263,0.34965644685166314,10.666666666666666,7.344444444444445,56.37636080870918,52.816901408450704,1.1275272161741836,0.19718309859154928,10.449179977793781,6.064789358539901,14.699974206987294,1.3658343587676098,5.917195424691714,2.1853349740281756,0.625,-2.365885512689234,20.420678300057872,46.44444444444444,108.74921881708322,85.32582536914074,42.80837605927711,0.6938377549665872,49.75113117045446,9.103353867214237,1.460441381134337
J. Abate,UE,42.333333333333336,9.0,23.990740740744442,0.57774574174,16.198320065907623,0.7304383415814614,0.601522305593652,0.1289160359878093,8.444444444444445,5.366666666666666,53.479749001711355,48.333333333333336,1.069594980034227,0.38333333333333336,7.738569244071521,5.71649115068556,9.699032769514973,4.3771432965417905,18.210266087095235,3.862185261654521,1.1333333333333333,-1.7521536524779933,19.238886820982017,42.333333333333336,100.52854239513647,93.57782033370471,45.973099370424876,0.50388909118925,50.26108524805682,6.091718001368926,1.2257189471719019
E. Galang,UE,43.0,8.0,25.8750000000125,0.48699230321737946,15.54876584283314,0.6703641028194237,0.436398486734022,0.23396561608540173,8.5,5.512499999999999,49.60317460317461,47.58064516129033,0.9920634920634921,0.12903225806451613,6.359689353632346,1.4906832298129444,11.080332409966948,3.222841228001152,12.98350013523703,1.879990716334005,1.7142857142857142,0.49844423732641513,17.097079916816757,43.0,98.70018166338703,89.65278155564398,38.66181881797882,0.5942376522788364,45.79588090236296,5.886379192334018,1.1276190125120669
P. Momowei,UE,72.33333333333333,9.0,34.91666666667778,0.7824449117729348,15.824659578880187,0.6068729639830042,-0.10581726142033587,0.71269022540334,14.11111111111111,7.7555555555555555,42.81807714450201,39.705882352941174,0.8563615428900403,0.8235294117647058,19.173640272694623,8.837367882711133,29.194956994285267,3.0074723631232887,12.714043096861417,6.899495421282839,0.4358974358974359,-9.08381908406953,27.63640843678809,72.33333333333333,77.61151392452857,81.27836345644084,40.315560212390984,0.7870043147267987,53.27789383886858,11.156741957563312,1.801496803987824
J. Cruz-Dumont,UE,36.55555555555556,9.0,19.12037037036667,0.4009105351224401,15.50279036666108,0.5906140777028338,0.38621718160727464,0.20439689609555917,6.888888888888889,4.177777777777778,44.64285714285714,38.63636363636363,0.8928571428571428,0.2727272727272727,9.121279921539143,3.586302317537879,14.487601698271671,5.169031548255224,19.48277077021084,1.6153223588297574,3.2,3.3976276438795963,15.39343424171832,36.55555555555556,100.81668309614228,89.22943847834412,41.33963673519041,0.6039823809411551,44.85888441925468,5.817932922655715,1.0521422786760468
G. Wilson,UE,30.555555555555557,9.0,12.774074074066668,0.6774077043212363,22.663341423773335,0.49724937920929185,0.4356154957216512,0.06163388348764063,5.111111111111111,4.188888888888889,57.70905923344948,51.31578947368421,1.1541811846689896,0.47368421052631576,4.844552264280475,3.578677049250304,6.071855104337427,5.802796180315576,26.344087114388387,5.319229831955945,1.0909090909090908,-2.6923792813572,24.16169754336723,30.555555555555557,102.55379235958412,94.02657248891612,47.56663138817711,0.4935594833046539,52.01750689922949,5.475701574264202,0.8411028005792861
R. Maga,UE,34.55555555555556,9.0,19.320370370366664,0.393643731238384,15.370314769228239,0.40810339819555647,0.3229025515308257,0.08520084666473078,5.888888888888889,4.088888888888889,50.90497737556561,50.0,1.0180995475113122,0.03278688524590164,4.9502127499533275,2.957648122030938,6.882062112204952,3.8366421980064516,17.36140182603293,3.5169220148392473,1.0909090909090908,-1.7801238649280897,20.454313061697526,34.55555555555556,93.36099439974302,94.36602512906964,41.02489412614139,0.48574578786618866,45.204102399384894,5.270362765229295,0.9353789828560723
D. Fikes,UE,34.111111111111114,9.0,18.524074074055555,-0.016948015008954227,10.615668238520252,0.22826314531300032,0.045661707833046024,0.1826014374799543,5.111111111111111,2.511111111111111,45.731707317073166,42.22222222222222,0.9146341463414633,0.37777777777777777,9.111190693433992,6.169577698125303,11.963170051766516,4.001568334682959,15.756867641722966,5.668888474134193,0.7058823529411765,-5.56993870323196,20.338329690788843,34.111111111111114,81.31380031510321,89.91034064992458,36.66200611747119,0.5883090245939689,47.372248976647064,1.9849418206707734,0.8411028005792861
N. Mulingtapang,UE,25.11111111111111,9.0,12.705555555555556,-0.012735717018774283,10.596136500150973,0.18197802720712897,0.16798274157737755,0.013995285629751423,2.7777777777777777,1.8555555555555558,44.18262150220913,30.952380952380953,0.8836524300441826,0.6666666666666666,2.6567334355437726,1.7989880692110687,3.4883425164757567,8.751134248315182,31.462954555937785,3.889392999251192,2.25,3.6091983253735997,15.005386603751903,25.11111111111111,92.60859883187165,97.07200031455245,42.551242662685354,0.4234582594679872,46.768401744981794,1.9164955509924708,0.53239713749995
R. Malaga III,UE,11.5,6.0,5.150000000016667,-0.1498133488579433,1.074859831602217,0.046567780352897575,0.006116915523648996,0.04045086482924858,1.1666666666666667,-0.16666666666666666,51.02040816326531,40.0,1.0204081632653061,0.4,6.554422186697891,3.328710124815857,9.68184385334252,0.0,0.0,3.598317875913709,0.0,-6.678184927267564,12.445210015510972,11.5,81.7686504983826,88.33644206081405,37.80349317304331,0.6245378317135064,46.76616255598474,-1.0951403148528405,0.20492938431708813
