PLAYER,TEAM,SP,GP,MPG,EWA,PER,WS,OWS,DWS,EFF,GmSc,TS%,EFG%,PPWS,FTR,REB%,OREB%,DREB%,AR,pAST%,TOR,AST/TO,PPR,USG%,aSP,ORtg,DRtg,Floor%,Stop%,FFI,PIE,AV
K. Quiambao,DLSU,86.81818181818181,11.0,29.93787878789091,2.8142088634554696,27.99665817767054,2.478549435630262,1.727529560986212,0.7510198746440503,19.818181818181817,13.799999999999999,54.674099485420236,50.303030303030305,1.0934819897084047,0.296969696969697,13.727318955310764,5.059870113277062,21.741619921264533,7.558934985078915,31.219253626942294,5.8266790509983295,1.2972972972972974,-1.4449105335206858,28.98606970469684,85.84269662921348,107.31113051168313,80.99461099162487,46.20008896899942,0.6600967855371717,49.13106183566341,18.14797580269893,2.701612614554064
M. Phillips,DLSU,73.81818181818181,11.0,22.865151515145456,2.2012961840699945,28.411698349937826,1.7030108633006364,0.8180858662612315,0.884924997039405,17.272727272727273,10.636363636363637,47.906602254428336,44.5,0.9581320450885668,0.55,23.77744329901875,18.705900795093317,28.466812538900918,5.567113541732113,21.238603290061338,6.185681713035682,0.9,-4.540452544990423,26.17740228566851,72.9887640449438,97.1902669304944,71.77923598736842,47.890674467299405,0.8758150654548646,53.244759730759746,12.37785016286645,2.4369460009524513
V. David,DLSU,57.0,11.0,21.51212121211818,1.054992982710217,19.78127297611425,1.3143723262274896,0.7760111455169119,0.5383611807105776,11.909090909090908,6.7727272727272725,51.95214105793451,50.0,1.0390428211586902,0.13333333333333333,12.73597667456137,4.970607636616394,19.91617533693819,10.738737882892153,35.7508051650859,4.164000403570427,2.5789473684210527,5.496311576775524,14.889915734888335,56.359550561797754,109.18907957618673,81.03521640528305,44.636278295781345,0.6591462729442881,46.95312142643068,9.958120055839926,1.8438864675725208
E. Gollena,DLSU,35.63636363636363,11.0,16.312121212118182,0.6547370948908475,18.154320420197926,1.024053751540509,0.7760389752310161,0.24801477630949298,6.454545454545454,4.772727272727274,60.062674094707525,52.17391304347826,1.2012534818941505,0.5652173913043478,6.560925193659089,7.101406696396644,6.061172439600331,2.60119234807953,8.878409024574072,2.312170976070693,1.125,-1.0607463210794017,15.572168977779045,35.23595505617977,122.41683832566494,87.68255401262321,53.70198669735273,0.5035419449570611,55.19006468221818,4.094927873429502,1.1647278680300426
R. Gonzales,DLSU,38.27272727272727,11.0,11.496969696963637,1.1605313115013738,29.264923058400033,0.9173266728165623,0.5374964872956336,0.37983018552092873,8.272727272727273,5.49090909090909,66.07929515418502,63.41463414634146,1.3215859030837005,0.24390243902439024,12.287571855316866,9.300565000620296,15.04948858043345,4.100690684038215,16.517289333431417,4.510759752442036,0.9090909090909091,-3.2608490073291505,19.04197428355746,37.842696629213485,113.76984319859372,75.61300037398017,53.756123163232914,0.7860723193693705,54.75681330591598,6.235458352722197,1.4030131756964452
J. Macalalag,DLSU,37.36363636363637,11.0,19.8590909091,0.36866805383371964,14.212184885353341,0.8470979210332086,0.5929382117367386,0.25415970929647,6.2727272727272725,4.5181818181818185,52.67062314540058,51.587301587301596,1.0534124629080117,0.15873015873015872,5.173535043068037,4.935654990151638,5.393489307882794,3.323602447137549,11.689991922077631,2.136601573159853,1.5555555555555556,0.14521496010698495,14.933109569477473,36.943820224719104,108.30884963233692,89.31106535709714,47.96625273782998,0.46542090637815303,48.46885362061339,4.32759422987436,1.140033263767942
V. Marasigan,DLSU,31.818181818181817,11.0,11.406060606054545,0.23309030776460046,14.554151317272284,0.5575121261879855,0.30479161803668847,0.25272050815129704,4.454545454545454,2.5454545454545454,49.68619246861925,45.91836734693878,0.9937238493723849,0.3877551020408163,10.133596477916422,7.031019582695314,13.002374299566894,2.0666870955421164,7.708172626119146,4.133374191084233,0.5,-5.056675032210761,22.923591495236764,31.46067415730337,96.32493004291473,82.97714987198965,44.971514115155884,0.6136884866947797,49.556533838155765,1.582131223825035,0.881917103688197
D. Dungo,DLSU,28.5,10.0,10.01999999999,0.2517590818939337,15.8702570320091,0.4768823629786417,0.36632936464311017,0.11055299833553155,3.7,2.53,58.10657596371882,50.0,1.1621315192743764,0.4,6.109474173352526,3.9128790876436037,8.140541727144484,6.210786608881563,21.135791523543695,5.175655507401302,1.2,-1.8995334152944303,19.295126883079085,28.179775280898877,107.54150112711369,89.75883890373075,42.63811500461046,0.45493919085080503,50.4886619406784,2.419730107026524,0.7143844592397374
E. Abadam,DLSU,31.444444444444443,9.0,16.709259259244444,-0.23646437146511862,7.659454372302052,0.33273762027960474,0.14823104746977686,0.18450657280982788,3.3333333333333335,1.9222222222222232,41.97379197379197,39.77272727272727,0.8394758394758394,0.25,5.636389544185741,4.562495941604097,6.629358374271416,3.448524981768055,11.531370293906456,3.1036724835912493,1.1111111111111112,-1.4765961847360798,16.422433784181948,31.09113607990012,88.72869334159581,88.83876407619053,40.029817182856576,0.47647677983669773,44.795671976513916,0.8375988832014891,0.6104100091374772
L. Ramiro,DLSU,31.272727272727273,11.0,15.215151515163637,-0.4626823700533723,5.263388385939828,0.24220399680734245,-0.041130805840954146,0.2833348026482966,3.4545454545454546,1.1090909090909093,32.99894403379092,32.432432432432435,0.6599788806758183,0.05405405405405406,7.315307454716087,1.1712920272291938,12.996331902942256,6.507039027277997,20.152087701638216,3.718308015587427,1.75,1.1372231520344174,12.725252844204206,30.921348314606742,76.55611612217893,85.36952644928444,30.79057758807915,0.5576864943796498,38.088465185332765,1.582131223825035,0.7288168464852351
