NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,bench ,,,,,,,,,,,,,,,,,,,,,
28,K. Quiambao,,31:19,17,6-17,35.3,5-9,55.6,1-8,12.5,4-10,40,2,7,9,5,4,1,0,2,7,3
2,V. Marasigan,,14:42,10,4-7,57.1,4-6,66.7,0-1,0,2-3,66.7,1,2,3,0,0,0,0,3,2,1
6,R. Gonzales,,12:11,3,0-2,0,0-2,0,0-0,0,3-4,75,1,1,2,0,1,1,0,3,3,-7
5,V. David,,22:10,2,1-3,33.3,1-1,100,0-2,0,0-0,0,0,5,5,5,2,2,0,2,1,-2
19,D. Dungo,,09:50,2,1-1,100,1-1,100,0-0,0,0-0,0,0,0,0,3,1,0,0,0,1,-9
12,E. Abadam,,14:56,2,1-4,25,1-4,25,0-0,0,0-2,0,0,1,1,2,1,1,0,1,2,2
,starters ,,,,,,,,,,,,,,,,,,,,,
25,M. Phillips,,28:28,16,7-12,58.3,6-10,60,1-2,50,1-4,25,3,6,9,1,4,5,2,3,6,1
21,H. Agunanne,,17:17,8,3-5,60,3-5,60,0-0,0,2-4,50,4,3,7,1,3,1,0,3,2,-5
32,E. Gollena,,18:16,6,0-2,0,0-1,0,0-1,0,6-7,85.7,1,1,2,0,1,1,0,1,4,5
1,J. Macalalag,,22:45,5,2-4,50,2-3,66.7,0-1,0,1-1,100,1,2,3,2,1,1,0,1,2,2
11,L. Ramiro,,08:01,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,0,1,0,1,1,0,-11
,,,,,,,,,,,,,,,,,,,,,,
11,J. Abate,,30:26,20,6-7,85.7,3-4,75,3-3,100,5-6,83.3,2,3,5,1,6,1,0,4,3,-4
0,E. Galang,,30:31,7,3-7,42.9,2-3,66.7,1-4,25,0-0,0,0,4,4,5,2,2,1,4,2,5
23,R. Maga,,22:50,7,3-8,37.5,2-6,33.3,1-2,50,0-0,0,1,1,2,2,1,3,0,2,1,-7
35,P. Momowei,,27:55,5,2-6,33.3,2-6,33.3,0-0,0,1-6,16.7,0,12,12,0,3,1,0,4,7,13
2,J. Cruz-Dumont,,15:53,5,2-5,40,1-2,50,1-3,33.3,0-0,0,0,1,1,0,0,1,1,3,0,1
,bench ,,,,,,,,,,,,,,,,,,,,,
7,W. Lingolingo,,24:00,18,6-11,54.5,0-1,0,6-10,60,0-0,0,1,2,3,1,1,1,0,5,0,10
29,G. Wilson,,18:57,10,3-10,30,3-7,42.9,0-3,0,4-5,80,2,1,3,2,4,3,0,0,4,12
12,D. Fikes,,10:32,3,1-3,33.3,1-1,100,0-2,0,1-3,33.3,4,2,6,3,1,0,1,5,2,0
24,J. Jimenez,,12:04,0,0-3,0,0-2,0,0-1,0,0-0,0,1,0,1,1,0,1,0,0,1,-9
1,N. Mulingtapang,,03:51,0,0-2,0,0-0,0,0-2,0,0-0,0,0,0,0,1,1,0,0,1,0,2
15,R. Malaga III,,02:57,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,0,0,0,2,0,-3
