NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,bench ,,,,,,,,,,,,,,,,,,,,,
13,S. Enriquez,,22:35,9,2-7,28.6,0-0,0,2-7,28.6,3-4,75,0,1,1,3,1,1,0,0,3,1
10,I. Manansala,,25:56,8,2-6,33.3,2-5,40,0-1,0,4-6,66.7,3,6,9,1,0,1,0,2,3,-1
44,R. Jumamoy,,17:15,8,2-10,20,1-3,33.3,1-7,14.3,3-4,75,2,2,4,1,1,2,1,2,4,4
7,P. Francisco,,07:56,3,1-4,25,0-2,0,1-2,50,0-0,0,2,2,4,1,0,1,0,1,0,-2
16,G. Santiago,,02:10,3,1-1,100,0-0,0,1-1,100,0-0,0,0,0,0,0,0,0,0,2,0,-4
12,P. Yu,,10:23,0,0-5,0,0-1,0,0-4,0,0-0,0,0,0,0,1,1,1,0,2,0,-7
21,K. Perciano,,02:53,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,1,0,0,2,0,-2
8,N. Tulabut,,00:37,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,0
25,E. Dela Cruz,,04:19,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-2
22,B. Parks,,00:37,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,0
,starters ,,,,,,,,,,,,,,,,,,,,,
77,K. Padrones,,19:14,8,3-4,75,3-4,75,0-0,0,2-4,50,1,5,6,0,1,0,2,3,5,-4
11,D. Lim,,23:07,6,2-8,25,0-1,0,2-7,28.6,0-0,0,1,4,5,1,0,1,0,3,1,-3
20,J. Figueroa,,32:31,4,2-8,25,2-6,33.3,0-2,0,0-0,0,2,3,5,1,2,0,0,3,2,-4
5,P. Palacielo,,24:09,2,1-9,11.1,1-9,11.1,0-0,0,0-0,0,2,8,10,1,3,0,1,3,3,-4
4,T. Garcia,,06:11,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,1,0,0,1,0,-2
,,,,,,,,,,,,,,,,,,,,,,
11,J. Abate,,29:54,15,7-12,58.3,6-9,66.7,1-3,33.3,0-1,0,2,4,6,0,3,0,0,4,3,3
0,E. Galang,,27:35,7,2-12,16.7,1-3,33.3,1-9,11.1,2-3,66.7,0,6,6,3,1,0,2,1,2,3
35,P. Momowei,,28:01,5,2-9,22.2,2-9,22.2,0-0,0,1-4,25,6,14,20,3,3,0,0,4,10,9
12,D. Fikes,,17:11,5,1-5,20,1-3,33.3,0-2,0,3-4,75,3,1,4,1,2,2,1,2,4,6
1,N. Mulingtapang,,06:50,0,0-2,0,0-1,0,0-1,0,0-0,0,0,0,0,0,1,0,0,0,1,-4
,bench ,,,,,,,,,,,,,,,,,,,,,
7,W. Lingolingo,,21:21,8,2-7,28.6,0-1,0,2-6,33.3,2-2,100,1,4,5,0,1,0,0,2,1,6
29,G. Wilson,,14:32,6,1-2,50,0-1,0,1-1,100,3-4,75,1,1,2,2,1,0,0,1,3,1
23,R. Maga,,08:34,6,2-4,50,0-2,0,2-2,100,0-0,0,0,0,0,0,1,0,0,0,0,5
2,J. Cruz-Dumont,,23:15,3,1-3,33.3,0-1,0,1-2,50,0-0,0,0,4,4,2,0,0,0,2,0,3
15,R. Malaga III,,13:55,2,1-3,33.3,1-2,50,0-1,0,0-0,0,0,0,0,0,1,0,1,3,1,-1
22,K. Spandonis,,05:17,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,1,0,1,0,2,0,6
13,R. Go,,02:15,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-3
8,D. Robles,,01:16,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-4
