NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
9,N. Cabanero,,29:00,16,7-11,63.6,7-9,77.8,0-2,0,2-2,100,0,1,1,1,0,2,0,3,3,-9
11,F. Padrigao,,24:59,15,5-14,35.7,1-4,25,4-10,40,1-2,50,0,1,1,5,4,1,0,2,4,-6
4,C. Manaytay,,18:14,8,3-6,50,2-5,40,1-1,100,1-2,50,0,4,4,3,2,0,0,4,3,-7
36,M. Tounkara,,19:57,5,2-5,40,2-3,66.7,0-2,0,1-2,50,1,4,5,0,3,2,2,4,1,1
12,G. Danting,,06:20,5,2-3,66.7,1-1,100,1-2,50,0-1,0,0,1,1,0,0,0,0,0,1,2
,bench ,,,,,,,,,,,,,,,,,,,,,
20,A. Acido,,16:30,9,3-6,50,0-0,0,3-6,50,0-0,0,1,2,3,1,0,0,0,2,0,-15
14,M. Llemit,,16:20,5,2-7,28.6,1-4,25,1-3,33.3,0-0,0,1,1,2,0,0,0,2,1,1,-13
23,G. Robinson,,08:50,2,1-4,25,1-3,33.3,0-1,0,0-0,0,0,3,3,2,1,1,0,1,1,-4
5,C. Lane,,06:59,2,1-2,50,1-2,50,0-0,0,0-0,0,0,3,3,0,1,0,0,1,0,-5
2,I. Calum,,02:45,0,0-0,0,0-0,0,0-0,0,0-0,0,1,0,1,1,0,0,0,0,0,-3
1,L. Estacio,,06:23,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,1,0,1,0,1,0,-11
3,K. Paranada,,05:48,0,0-2,0,0-0,0,0-2,0,0-0,0,0,0,0,1,1,1,0,0,1,-4
21,Z. Mahmood,,08:15,0,0-1,0,0-1,0,0-0,0,0-0,0,1,1,2,0,0,0,0,0,1,-6
10,G. Crisostomo,,14:27,0,0-2,0,0-1,0,0-1,0,0-0,0,1,1,2,0,2,0,0,1,0,-14
17,M. Pangilinan,,08:28,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,1,1,0,1,0,-5
29,E. Laure,,06:39,0,0-2,0,0-2,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-6
,,,,,,,,,,,,,,,,,,,,,,
25,M. Phillips,,28:14,12,4-8,50,4-8,50,0-0,0,4-10,40,9,9,18,2,3,0,1,2,8,4
1,J. Macalalag,,20:54,10,4-8,50,2-4,50,2-4,50,0-0,0,0,1,1,1,1,0,0,3,0,16
21,H. Agunanne,,12:33,7,3-7,42.9,3-6,50,0-1,0,1-1,100,3,1,4,0,2,1,0,1,1,-10
32,E. Gollena,,13:36,6,2-5,40,1-3,33.3,1-2,50,1-2,50,0,3,3,1,1,0,0,4,1,0
5,V. David,,20:12,4,2-7,28.6,2-5,40,0-2,0,0-0,0,1,6,7,8,0,2,0,0,2,10
,bench ,,,,,,,,,,,,,,,,,,,,,
2,V. Marasigan,,14:13,11,4-5,80,2-3,66.7,2-2,100,1-3,33.3,1,1,2,0,2,1,0,1,2,18
28,K. Quiambao,,24:19,10,3-10,30,1-5,20,2-5,40,2-2,100,0,6,6,4,4,0,0,0,2,11
6,R. Gonzales,,14:20,10,5-9,55.6,5-9,55.6,0-0,0,0-0,0,3,2,5,1,0,2,0,0,0,25
16,C. Austria,,12:51,6,2-4,50,2-4,50,0-0,0,2-2,100,3,1,4,3,2,0,0,1,1,9
19,D. Dungo,,05:44,6,0-2,0,0-1,0,0-1,0,6-6,100,0,1,1,0,1,0,0,1,3,-1
12,E. Abadam,,19:20,3,1-5,20,1-1,100,0-4,0,1-2,50,1,1,2,3,1,0,0,2,2,15
47,A. Konov,,02:45,3,1-1,100,0-0,0,1-1,100,0-0,0,0,0,0,0,0,0,0,0,0,3
11,L. Ramiro,,10:52,0,0-0,0,0-0,0,0-0,0,0-0,0,0,2,2,3,0,1,0,2,0,5
