NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
25,M. Phillips,,28:35,27,9-16,56.3,8-14,57.1,1-2,50,8-11,72.7,10,7,17,5,4,1,2,4,8,2
28,K. Quiambao,,25:45,10,3-9,33.3,2-5,40,1-4,25,3-6,50,0,6,6,2,4,0,1,2,3,13
1,J. Macalalag,,22:54,10,4-7,57.1,2-4,50,2-3,66.7,0-0,0,1,2,3,0,0,0,1,1,1,6
5,V. David,,22:47,8,3-6,50,2-4,50,1-2,50,1-2,50,4,3,7,6,3,0,0,1,2,-3
32,E. Gollena,,15:35,2,0-4,0,0-1,0,0-3,0,2-2,100,2,1,3,1,0,0,0,0,2,-2
,bench ,,,,,,,,,,,,,,,,,,,,,
2,V. Marasigan,,17:35,9,3-7,42.9,2-4,50,1-3,33.3,2-4,50,0,5,5,0,0,0,1,4,3,8
12,E. Abadam,,14:27,6,2-4,50,1-2,50,1-2,50,1-3,33.3,2,0,2,2,1,0,0,2,1,5
11,L. Ramiro,,17:19,3,1-3,33.3,0-2,0,1-1,100,0-0,0,0,3,3,2,0,0,0,0,0,12
6,R. Gonzales,,07:06,2,1-3,33.3,1-3,33.3,0-0,0,0-0,0,0,1,1,1,0,0,0,1,0,-6
16,C. Austria,,13:50,0,0-3,0,0-2,0,0-1,0,0-0,0,1,1,2,3,3,0,0,0,0,7
21,H. Agunanne,,09:17,0,0-1,0,0-1,0,0-0,0,0-0,0,1,2,3,0,1,0,1,2,0,7
19,D. Dungo,,04:44,0,0-2,0,0-1,0,0-1,0,0-0,0,0,0,0,0,1,0,0,1,0,-4
,,,,,,,,,,,,,,,,,,,,,,
35,P. Momowei,,39:43,21,7-13,53.8,7-13,53.8,0-0,0,7-13,53.8,1,8,9,0,2,2,2,1,10,-9
11,J. Abate,,30:52,11,5-10,50,5-9,55.6,0-1,0,1-1,100,0,1,1,4,1,1,1,3,0,-8
2,J. Cruz-Dumont,,18:59,7,2-3,66.7,1-2,50,1-1,100,2-2,100,0,2,2,2,0,1,0,1,1,-12
12,D. Fikes,,07:31,2,1-4,25,1-3,33.3,0-1,0,0-0,0,0,1,1,0,1,1,0,4,0,-8
1,N. Mulingtapang,,11:35,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,1,0,0,1,0,-6
,bench ,,,,,,,,,,,,,,,,,,,,,
23,R. Maga,,26:56,9,4-10,40,4-10,40,0-0,0,1-1,100,1,3,4,1,0,1,0,1,2,0
29,G. Wilson,,10:29,8,3-5,60,3-4,75,0-1,0,2-4,50,1,1,2,1,1,1,0,0,2,-2
0,E. Galang,,29:39,6,2-9,22.2,0-2,0,2-7,28.6,0-0,0,0,1,1,0,1,0,0,3,0,-1
7,W. Lingolingo,,20:36,2,0-6,0,0-1,0,0-5,0,2-2,100,1,4,5,0,1,1,0,4,2,0
15,R. Malaga III,,01:48,2,1-1,100,1-1,100,0-0,0,0-0,0,1,0,1,0,0,1,0,3,0,3
10,H. Cruz-Dumont,,01:47,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,0,0,0,1,0,-2
