NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,bench ,,,,,,,,,,,,,,,,,,,,,
3,M. Montebon,,24:36,16,3-11,27.3,0-6,0,3-5,60,7-12,58.3,0,4,4,6,0,2,1,4,7,6
27,A. Fransman,,25:30,11,5-13,38.5,4-10,40,1-3,33.3,0-0,0,2,3,5,1,0,1,1,3,1,-12
22,J. Calisay,,25:59,10,4-10,40,2-6,33.3,2-4,50,0-2,0,1,3,4,1,0,0,0,3,2,0
6,J. Yerro,,30:31,4,1-3,33.3,0-2,0,1-1,100,1-2,50,0,2,2,2,3,1,0,5,1,-4
5,C. Alexander,,06:57,3,1-1,100,0-0,0,1-1,100,0-0,0,0,0,0,1,1,0,0,1,0,5
1,E. Ramos,,05:43,0,0-1,0,0-1,0,0-0,0,0-0,0,0,2,2,0,0,0,0,0,2,-9
9,M. Barasi Jr,,06:55,0,0-2,0,0-2,0,0-0,0,0-0,0,0,0,0,0,1,0,0,1,1,-1
,starters ,,,,,,,,,,,,,,,,,,,,,
10,C. Manzano,,28:56,10,5-12,41.7,5-12,41.7,0-0,0,0-0,0,8,6,14,3,2,1,0,5,1,12
23,M. Ojarikre,,31:25,9,4-9,44.4,4-9,44.4,0-0,0,1-2,50,6,7,13,0,4,1,2,0,2,-8
18,M. Erolon,,22:05,3,1-8,12.5,1-6,16.7,0-2,0,1-1,100,0,2,2,1,3,1,0,1,1,-5
13,R. Mantua,,09:40,3,1-5,20,0-4,0,1-1,100,0-0,0,0,2,2,1,0,0,0,2,0,-9
20,M. Anabo,,06:39,3,1-3,33.3,0-1,0,1-2,50,0-2,0,0,1,1,1,0,0,0,0,1,5
,,,,,,,,,,,,,,,,,,,,,,
3,J. Bautista,,34:13,21,5-15,33.3,4-10,40,1-5,20,10-12,83.3,2,4,6,2,0,2,0,1,8,0
35,M. Konateh,,43:05,13,6-13,46.2,6-13,46.2,0-0,0,1-4,25,9,17,26,1,4,2,4,2,4,7
51,V. Pre,,36:44,10,3-8,37.5,2-6,33.3,1-2,50,3-4,75,0,7,7,0,7,0,1,2,2,9
13,J. Pasaol,,20:12,8,2-6,33.3,2-6,33.3,0-0,0,4-8,50,1,1,2,2,0,1,0,2,5,-7
5,J. Daa,,09:58,3,1-4,25,0-1,0,1-3,33.3,0-0,0,0,1,1,1,0,0,0,2,0,9
,bench ,,,,,,,,,,,,,,,,,,,,,
18,R. Alforque,,28:41,9,4-7,57.1,4-6,66.7,0-1,0,1-4,25,2,1,3,5,2,2,0,4,3,7
10,R. Montemayor,,26:58,8,3-7,42.9,1-2,50,2-5,40,0-0,0,0,2,2,0,0,0,0,2,0,9
8,C. Anonuevo,,14:00,3,1-2,50,0-0,0,1-2,50,0-0,0,0,2,2,0,3,0,0,1,1,-11
27,M. Ona,,05:19,1,0-1,0,0-1,0,0-0,0,1-2,50,0,0,0,1,1,0,0,2,1,2
21,A. Nakai,,04:27,0,0-0,0,0-0,0,0-0,0,0-0,0,0,2,2,0,0,0,0,1,1,-2
11,J. Jones,,01:19,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-3
