NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
10,C. Manzano,,25:46,15,5-12,41.7,5-12,41.7,0-0,0,5-5,100,5,3,8,2,3,0,0,2,3,6
6,J. Yerro,,19:29,6,3-8,37.5,3-5,60,0-3,0,0-0,0,0,1,1,0,0,1,0,0,0,-15
23,M. Ojarikre,,22:11,4,2-2,100,2-2,100,0-0,0,0-0,0,0,5,5,0,1,0,4,3,0,-10
22,J. Calisay,,17:09,0,0-5,0,0-3,0,0-2,0,0-0,0,1,2,3,2,0,0,0,1,0,-14
1,E. Ramos,,09:24,0,0-2,0,0-2,0,0-0,0,0-0,0,0,1,1,0,0,0,0,1,3,0
,bench ,,,,,,,,,,,,,,,,,,,,,
3,M. Montebon,,20:26,7,3-6,50,3-5,60,0-1,0,1-3,33.3,0,2,2,3,1,3,0,1,1,-15
20,M. Anabo,,09:43,7,1-5,20,0-2,0,1-3,33.3,4-6,66.7,0,3,3,0,1,1,0,0,4,-7
18,M. Erolon,,14:26,3,1-4,25,0-0,0,1-4,25,0-0,0,0,2,2,3,1,2,0,1,1,-6
27,A. Fransman,,15:10,3,1-7,14.3,0-3,0,1-4,25,0-0,0,3,4,7,0,1,3,0,0,2,-17
5,C. Alexander,,04:19,3,1-2,50,0-0,0,1-2,50,0-0,0,0,1,1,0,1,0,0,1,0,0
13,R. Mantua,,10:43,2,1-4,25,1-4,25,0-0,0,0-0,0,0,2,2,1,3,0,0,1,0,-22
9,M. Barasi Jr,,14:41,2,0-1,0,0-1,0,0-0,0,2-2,100,0,0,0,0,1,0,0,1,3,-23
12,F. Dignadice,,00:52,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,0,0,0,0,1,-3
8,A. Ignacio,,03:29,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-8
32,A. Ronzone,,07:46,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,1,0,0,1,0,-1
11,J. Barcelona,,04:18,0,0-2,0,0-2,0,0-0,0,0-0,0,0,0,0,0,2,0,0,0,0,-15
,,,,,,,,,,,,,,,,,,,,,,
28,K. Quiambao,,25:15,21,7-13,53.8,3-5,60,4-8,50,3-4,75,1,4,5,4,1,2,1,1,3,16
21,H. Agunanne,,22:51,11,5-9,55.6,5-8,62.5,0-1,0,1-2,50,4,12,16,1,3,1,0,2,2,22
1,J. Macalalag,,15:13,9,4-6,66.7,3-4,75,1-2,50,0-1,0,0,2,2,0,1,0,0,1,1,14
11,L. Ramiro,,17:22,3,1-3,33.3,1-2,50,0-1,0,1-2,50,1,2,3,2,1,0,0,1,3,-3
12,E. Abadam,,17:18,2,1-5,20,1-2,50,0-3,0,0-0,0,1,2,3,0,2,0,0,2,0,5
,bench ,,,,,,,,,,,,,,,,,,,,,
19,D. Dungo,,14:38,15,5-6,83.3,0-1,0,5-5,100,0-0,0,1,0,1,1,0,1,0,3,1,20
2,V. Marasigan,,11:06,8,3-8,37.5,1-4,25,2-4,50,0-0,0,0,5,5,2,1,0,0,1,1,16
32,E. Gollena,,12:46,7,3-6,50,2-4,50,1-2,50,0-0,0,1,0,1,1,0,0,0,1,1,0
6,R. Gonzales,,12:29,3,1-2,50,0-1,0,1-1,100,0-0,0,0,2,2,2,1,2,0,1,0,5
26,M. Rubico,,05:27,3,1-1,100,0-0,0,1-1,100,0-0,0,0,1,1,1,1,1,0,1,0,6
5,V. David,,14:24,0,0-4,0,0-1,0,0-3,0,0-0,0,2,1,3,6,2,1,0,1,1,27
25,M. Phillips,,16:13,0,0-7,0,0-4,0,0-3,0,0-0,0,2,5,7,4,1,2,0,0,0,19
64,E. Alian,,04:43,0,0-0,0,0-0,0,0-0,0,0-0,0,1,0,1,2,2,0,0,1,0,6
47,A. Konov,,10:09,0,0-3,0,0-0,0,0-3,0,0-0,0,1,0,1,1,1,0,0,2,0,-3
