NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
20,J. Figueroa,,27:39,15,6-13,46.2,4-7,57.1,2-6,33.3,1-2,50,0,10,10,2,3,0,0,4,4,5
13,S. Enriquez,,22:33,8,3-7,42.9,1-2,50,2-5,40,0-0,0,0,0,0,3,0,2,1,2,1,5
12,P. Yu,,13:21,6,1-4,25,0-2,0,1-2,50,3-3,100,1,2,3,1,0,0,0,0,2,-1
77,K. Padrones,,20:35,4,2-6,33.3,2-5,40,0-1,0,0-2,0,5,6,11,2,0,0,1,4,1,2
21,K. Perciano,,04:16,0,0-2,0,0-2,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-5
,bench ,,,,,,,,,,,,,,,,,,,,,
10,I. Manansala,,29:38,12,5-11,45.5,4-7,57.1,1-4,25,1-3,33.3,2,5,7,2,3,0,0,4,5,1
44,R. Jumamoy,,14:07,8,3-9,33.3,1-2,50,2-7,28.6,0-0,0,0,0,0,0,2,0,0,0,1,-8
5,P. Palacielo,,19:06,5,2-5,40,2-5,40,0-0,0,1-2,50,2,3,5,2,2,0,0,1,2,-9
16,G. Santiago,,07:07,4,1-4,25,0-1,0,1-3,33.3,1-2,50,1,1,2,1,1,0,0,2,1,2
4,T. Garcia,,11:14,3,1-1,100,1-1,100,0-0,0,1-2,50,0,0,0,5,0,0,0,2,1,2
7,P. Francisco,,09:21,3,1-3,33.3,0-0,0,1-3,33.3,0-0,0,0,0,0,1,0,0,1,0,1,2
8,N. Tulabut,,12:31,0,0-1,0,0-0,0,0-1,0,0-0,0,3,1,4,2,1,0,1,3,1,2
11,D. Lim,,03:38,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,0,0,1,0,0,0,-11
25,E. Dela Cruz,,03:00,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,1,0,0,2,0,1
22,B. Parks,,01:49,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,1,0,0,2,0,2
,,,,,,,,,,,,,,,,,,,,,,
25,K. Porter,,26:23,14,6-15,40,6-14,42.9,0-1,0,2-3,66.7,4,6,10,0,2,2,2,3,2,10
9,J. Bahay,,27:05,12,3-14,21.4,2-7,28.6,1-7,14.3,5-8,62.5,3,3,6,5,2,1,0,2,6,8
6,C. Koon,,29:48,10,2-8,25,1-4,25,1-4,25,5-8,62.5,1,7,8,3,1,1,0,2,6,12
3,A. Bongo,,25:19,9,3-8,37.5,0-3,0,3-5,60,0-0,0,3,4,7,1,1,0,0,2,2,4
24,S. Quitevis,,25:09,5,2-5,40,1-3,33.3,1-2,50,0-0,0,0,0,0,1,0,1,0,3,0,5
,bench ,,,,,,,,,,,,,,,,,,,,,
10,S. Tuano,,14:55,8,3-3,100,3-3,100,0-0,0,2-4,50,0,0,0,0,1,0,0,0,2,-24
21,F. Edu,,09:15,5,2-2,100,2-2,100,0-0,0,1-2,50,2,1,3,0,1,0,0,0,1,3
7,I. Espinosa,,13:37,4,1-3,33.3,1-2,50,0-1,0,2-4,50,0,3,3,1,0,0,0,0,4,-8
19,W. Espina,,08:25,2,1-1,100,1-1,100,0-0,0,0-0,0,0,0,0,0,1,1,0,2,0,10
14,A. Balogun,,13:36,1,0-2,0,0-2,0,0-0,0,1-2,50,1,4,5,0,1,0,0,3,3,-8
30,M. Reyes,,02:35,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,2
2,K. Gamber,,03:47,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,0,0,0,0,2,0,-4
