NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,bench ,,,,,,,,,,,,,,,,,,,,,
10,I. Manansala,,24:53,11,5-7,71.4,5-6,83.3,0-1,0,1-2,50,1,3,4,1,1,0,0,2,2,-9
5,P. Palacielo,,26:57,10,5-14,35.7,5-14,35.7,0-0,0,0-0,0,0,6,6,2,1,0,2,3,0,-1
4,T. Garcia,,12:36,8,3-7,42.9,3-7,42.9,0-0,0,2-3,66.7,2,0,2,1,3,0,0,2,2,4
44,R. Jumamoy,,15:18,6,2-6,33.3,0-2,0,2-4,50,0-0,0,0,0,0,0,0,0,0,0,0,-8
7,P. Francisco,,14:10,5,2-3,66.7,1-1,100,1-2,50,0-0,0,1,0,1,0,0,0,0,1,0,0
22,B. Parks,,03:23,3,1-1,100,1-1,100,0-0,0,1-2,50,1,0,1,0,0,0,0,0,1,-2
11,D. Lim,,10:38,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,2,0,0,0,2,0,-4
25,E. Dela Cruz,,03:51,0,0-1,0,0-1,0,0-0,0,0-0,0,2,2,4,1,0,0,0,1,0,1
16,G. Santiago,,06:43,0,0-1,0,0-0,0,0-1,0,0-0,0,0,1,1,0,0,0,0,1,1,3
8,N. Tulabut,,01:59,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-2
,starters ,,,,,,,,,,,,,,,,,,,,,
20,J. Figueroa,,32:55,9,3-8,37.5,2-7,28.6,1-1,100,2-2,100,1,12,13,4,3,1,0,3,3,-4
21,K. Perciano,,11:34,4,2-7,28.6,2-7,28.6,0-0,0,0-0,0,0,1,1,0,1,0,0,0,0,-2
13,S. Enriquez,,10:10,2,1-5,20,1-2,50,0-3,0,0-0,0,0,0,0,0,0,1,0,0,0,-2
12,P. Yu,,12:39,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,2,1,0,0,0,0,-4
77,K. Padrones,,12:07,0,0-3,0,0-3,0,0-0,0,0-0,0,2,2,4,1,2,0,0,4,0,-5
,,,,,,,,,,,,,,,,,,,,,,
35,M. Konateh,,39:04,22,9-14,64.3,9-14,64.3,0-0,0,4-4,100,7,6,13,1,3,0,2,1,4,7
3,J. Bautista,,31:17,17,7-14,50,4-7,57.1,3-7,42.9,0-0,0,1,3,4,1,3,1,0,0,2,12
51,V. Pre,,29:46,12,4-11,36.4,4-11,36.4,0-0,0,4-5,80,3,4,7,5,3,0,0,1,5,10
18,R. Alforque,,26:08,9,4-10,40,4-9,44.4,0-1,0,1-2,50,3,4,7,2,2,1,0,2,4,4
5,J. Daa,,13:29,0,0-3,0,0-1,0,0-2,0,0-0,0,0,0,0,0,1,0,0,1,1,-6
,bench ,,,,,,,,,,,,,,,,,,,,,
13,J. Pasaol,,12:05,2,1-3,33.3,1-2,50,0-1,0,0-0,0,0,1,1,4,0,0,0,1,1,1
10,R. Montemayor,,21:47,2,1-8,12.5,1-2,50,0-6,0,0-0,0,0,3,3,0,0,0,1,0,0,2
27,M. Ona,,02:46,1,0-0,0,0-0,0,0-0,0,1-2,50,1,0,1,0,0,0,0,0,1,-2
8,C. Anonuevo,,17:10,0,0-3,0,0-2,0,0-1,0,0-0,0,1,5,6,2,0,2,0,1,1,10
21,A. Nakai,,06:23,0,0-1,0,0-0,0,0-1,0,0-2,0,0,1,1,0,0,2,0,2,1,-3
